rates,equity
-0.021919056777656213,0.01279839874088126
0.011532675411299589,-0.01431060712428912
0.005288310446137036,0.011310981193208319
0.012087560965854198,-0.014451530223211866
0.0014249181456000945,-0.015278434602961124
-0.0024025216257931078,-0.008072280358982359
0.009471265630416012,-0.015609036979685458
0.006289395959088662,-0.00984624621563382
-0.015055948239673106,0.012154539637943496
-0.015447159525857748,-0.011200889012983368
0.0036991570951930373,0.0040043887097416225
0.009798581529410311,-0.003901651394865313
-0.006067279030001355,0.007376148133813669
0.009654878948055843,0.009465218530656532
-0.0009299914806966062,-0.01653592434252852
0.0017063245937497156,-0.0077441269110260155
-0.016987684810004296,0.0045005377699871745
-0.003774938361523013,-0.00122862442676558
-0.005867626547804252,-0.00476461039329172
-0.011251991685654496,0.021455954481038295
0.006452451957414191,-0.0014354876292068089
-0.004014582081498725,0.02751328822644823
0.010877632170262252,0.008052634441266504
0.007766069188853906,-0.0029414307690126223
-0.008698031541595031,0.002578272984391385
0.0025643400461301223,-0.014501942351450178
0.0020095304044653057,0.014690655980654768
-0.005686092647930265,0.014966193242474552
0.001800909903065471,0.012288809178233683
0.004273863982694628,0.01779154440057941
0.005998385479815022,-0.013216163951050594
0.0029734561767717784,0.006311608408756059
-0.0017753388451212434,0.016016901087397967
-0.001862857973943032,-0.004078653492165651
-0.0024271821601583856,0.015168359625081168
0.014452684554366687,-0.03870205510875786
0.00742324503712127,-0.022865410568126132
0.0010246087449985591,-0.0068563553868857844
0.0044388529204451715,0.014562363732594953
-0.018077735203276227,0.022359980756618946
0.015170981304073225,-0.010950222004049015
-0.0016475896131700255,0.015444752122320401
0.00025163153056246727,-0.0034306411933369752
-0.0005687394623303216,-0.005481126796673895
-0.0010753864307847824,0.003146682912041385
-0.004177658197500354,0.0005385836397104455
-0.001909319099188463,-0.001036599971664602
0.003194494641137805,0.007956533609248199
0.00706071860984638,0.00298235921536172
0.004877007538486175,-0.01847621861758488
-0.001204811043646382,-0.006459409347558812
-0.0021753641991008247,0.009878045882145024
0.0015178197425217905,-0.01822835535437644
0.018982637038068347,0.008443222008654737
0.008727231737469202,0.01270352391493988
0.01889322388602818,-0.002723185817175483
0.009746316142588559,0.012880895253151302
-0.008338142957349602,-0.0015434738352690523
-0.004230485088005884,-0.016557212909996042
0.010131272203803495,0.01181045363930107
0.006880901664967405,5.280323591586905e-05
-0.004664778975341835,0.010362944828712556
0.0016689758524853465,0.003668421654072474
-0.0068948702429867375,0.015186438655116168
-0.012475665528080444,0.01996915337934784
0.005018867089941448,-0.035763603538901144
-0.005902702152833341,-0.009378121645395797
0.008000812835978956,-0.006846043936297706
0.002642452612081192,-0.030271990988277323
-0.009983222013823845,0.016309126734785538
-0.010952403107085349,0.004442483059488197
-0.0016712748760504023,-0.0032149753493709416
0.006405158076290785,0.01566657378622758
-0.019460410568734415,-0.0010735100597260724
0.007975055014437443,-0.0025217060169478453
-0.00814277155746092,-0.013292182008876592
-0.002418252746528497,0.013529662287345734
0.005567876896588124,0.012967934865293034
0.0032583578271890806,-0.006052345582831852
0.028981093475519984,0.002818726001847383
-0.0204485135942515,0.025437732490858952
-0.005810584786350903,-0.0007675000338343172
0.01065370967523827,-0.023395878764038484
-0.012218707558629114,0.010119892240377758
-0.012573638674080135,0.024366873806126566
-0.007489732369777047,-0.015531158154273967
0.009731495736951794,0.002547769316415698
-0.021414811560084925,0.009640263693986939
-0.005286539867845541,-0.0011585364685742067
0.0014767545280542679,0.01714719804804024
0.02089527905777455,-0.005785494752831658
-0.0008299214586802467,0.005117278082781397
0.012599351223712614,0.0002778807571147506
0.02251370066292862,-0.011750171104383658
0.007276750229986092,0.013282849216198048
-0.023977611489233077,0.013006321610272065
0.008770955743223152,0.013535303547290566
0.021843749584756968,-0.020015151277047564
-0.001363715389328113,-0.01267725432845079
0.0011116290134657973,-0.01823391987212064
-0.011569229435011125,0.01766902085677561
0.011051626867683432,0.005202777702563526
-0.013980455915382512,0.0013295551749183364
0.015128950822356142,0.009797591210796668
-0.008051038263988914,0.004822255594975313
0.01348868375078269,-0.0235524406905717
