rates,equity,fx
-0.00034139031314758264,0.014475860563999486,-0.01158361774898859
-0.006994760588891688,0.0016486041318461854,-0.010157360585127655
0.012781292926995884,0.015859246262390346,-0.020450767881936713
-0.002250515343905649,0.0003666125217780229,-0.011770610932308837
-0.0024328025673927443,-0.002121022939041098,0.00346753955325471
0.014095588183948808,-0.0030409338815557086,0.0014628055130289008
-0.002731070062518827,0.001392002856224882,0.014866142786379896
0.0015006658140833162,0.0011241061532645525,0.010753316482749365
0.008939738701354012,-0.01448242972543313,-0.008836565170610908
-0.010231822410515257,0.02287215056896475,-0.001495225578003729
0.003068171337762694,-0.01760946817979134,-0.008550691901180105
0.0015916664484770546,-0.011930990635367017,-0.013987349383637805
-0.004521597586200487,-0.018757259826831043,-0.011292378511987647
-0.008370268975292262,-0.02063108452038239,-0.015074540080080651
-0.010542469949280112,-0.024904455929918884,0.01434612441165942
0.00957177238439792,-0.013399155977116111,-0.0024821308261269133
0.008125455470497643,-0.02562332983608821,-0.004622582102714519
-0.0036588473702321945,-0.024333853627532792,-0.0029190349859936487
-0.013733306673100687,-0.023052535974989005,0.004559190401920282
0.013014090766017518,0.002539930644230968,0.0005003561256756156
-0.01837859952053837,0.010079507235275946,-0.0015634262986739616
-0.001062292103176038,-0.017451996897767236,0.007017816269972886
0.02733822934292778,0.008830273436748125,0.008781366133636745
0.006032743386077743,-0.0006438127169325345,0.0020022862607355376
-0.006763073875240456,0.009434733488540854,0.0002727283107322589
0.010434495156882682,0.035447727252430276,-0.001184447222857628
-0.0021829615795175743,-0.02679152479558506,0.004421944477094051
-0.020132885346651037,-0.01272509581944415,0.005148702440153016
0.0005031123394705068,0.023185186487819413,0.02266897338832853
-0.006267489715426008,0.00013494245048684817,-0.005074831688853152
0.008387386491943217,-0.022060832600076574,-0.016804127030749353
0.010287093707784679,0.010944016871828697,-0.011700302241681221
0.006685052636056223,0.030018940230813668,-0.003253880357508113
0.010972946138138004,0.010942144719406374,-0.0013286926923622188
-0.006885172094631546,-0.00281831175544261,-0.013220270707811657
0.014306514922286406,0.009635363513100913,-0.017510476992411535
-0.0007760612463778315,0.014730585026158611,-0.007380686932876683
-0.004647581756694853,0.009365266689819178,0.006619053086291993
-0.0023268079594900783,0.02914262967229945,0.01310290900945019
-0.01283656941260873,0.005944090424798365,-0.017135454231282838
0.003346170819424586,-0.01571096097296633,0.0011293056715005515
-0.015427522772214852,-0.029144389287938954,0.0017129187370268813
0.013432615792681698,0.027207497620646424,-0.02380114529740821
-0.009485572314500904,-0.00868768577770699,0.0006061399414490125
0.01770428239804471,0.003116274648153061,-0.0002322970746282755
0.003390019417914789,-0.005849843882949872,0.0028601780994776545
0.0034876278304730216,-0.0005449846035477691,0.0068822653547577365
0.003001242642798068,0.007842465719842703,-0.0012276779025123955
-0.004595959616421534,-0.03122374859304712,-0.002703023045445964
-0.0008786722742486602,-0.014601221303086838,0.003283843381144758
-0.004508532526319848,-0.034122703925496906,-0.02360488225680467
-0.00030595638345572114,0.009055613347029578,-0.006837157570175409
-0.007760966581876823,-0.01480572982215497,-0.012891755683795966
-0.00796095977718325,-0.017770870909426056,-0.006316155249945596
0.009384965719809645,-0.000781587522744331,-0.004737808080217191
-0.004670027573774921,0.031557583393820754,-0.0064236714828617295
-0.0019218629344300885,-0.005664115903681091,-0.007622633703424366
-0.016167039765230568,-0.02096957832170249,0.011542629048881103
0.00016868498195791868,-0.016366489674011955,0.016665812653810237
-0.004838265025853503,0.0001339112645102855,0.011893615161040559
0.0011419980165280324,7.577294563678903e-07,-0.007567319531520977
0.0026524795756819397,-0.04083633713760458,-0.030112699671605906
-0.008869533257784412,-0.016640304445578517,-0.00523604828857874
0.008161429591393635,-0.016065363768259382,-0.009636602134131124
-0.0029465086388383594,0.000566253808709427,-0.010263368181855265
-0.005980154171253322,-0.014369872216028472,0.013154799913856001
-0.004692175075593279,0.014554018813363274,0.018819759408549002
0.0022645458413377267,-0.007516670757425787,0.007883843522798516
0.0007992947254738118,-0.014841235606228765,-0.010672794363194755
-0.002279681536892189,-0.019676477174346056,-0.014082428269750823
-0.004004244454259213,0.007318721611166535,0.0067314120197738084
-0.008128327396776165,0.01101271038533805,0.02383400421911477
0.003391734849960416,-0.010772073940512432,0.009329033928774355
-0.011073815605505383,-0.0215504030283931,-0.0065435050564930375
0.00442221830354073,-0.01661058450665335,0.004194927916358526
-0.004213353560658816,-0.004497593273457943,0.011410343326536116
0.010481684996019211,-0.0009296744910180805,-0.007336679579543709
-0.00566047912359949,0.010914266776570345,-0.005747081030304973
0.0013096457932906167,0.01796592545040652,-0.005615437644236645
-0.011183600132808646,-0.016850295204189063,-0.02208417012164756
0.005181365223034927,0.010926034282401667,0.007284305485471068
-0.005242617686120998,0.0061854183063558225,0.012070782663814752
0.001504633248312621,-0.011770301658861811,0.00023672812757974794
0.001600232285615433,0.0018668068946980456,-0.002483447309985727
0.0018694179386752282,-0.012683874647074,-0.010842909831402528
0.00013930955170981052,0.005884037242521666,-0.00012621287748174095
-0.012932594686977078,0.009669432902376835,0.008755442512528931
-0.00355607348617969,-0.0011542353253815583,0.010732638714529985
0.0008329042638666261,0.02471713814567038,0.022382179408925496
-0.007895140122642707,-0.028087477669830645,0.005578070643121129
-0.0011561369999469032,-0.01238616359658106,0.006291375479543233
-0.019773432182950756,-0.026129125529069278,0.004267543684418287
-0.010883410637202114,0.005683262222451929,-0.0010418318097122758
-0.006574352187528363,0.005280997673393321,-0.0031619481063250047
0.004054365688045071,0.0034974542103210766,-0.019422853237102425
-0.006427825632495524,0.012727922028555346,0.01283744477155291
-0.011516921630088566,-0.015224824631459865,0.01755430840037378
0.004791472381406055,0.021336354623403133,0.0078452552067142
0.001954869063207911,-0.0007695504711169382,0.006146377539388026
0.022594035883615336,0.005758275698929435,-0.004267758575580041
-0.011127493130318975,-0.016904787507146062,-0.011460182241555202
0.0068952787422635956,-0.016015064039134767,-0.025226441572108144
-0.0003576778528324956,0.03132357633915687,0.009490053295783469
-0.004758514159245411,0.002809074575879917,0.014018652527662096
-0.010778212816655516,-0.010291407983717618,0.01369049071966157
0.007333336209041463,0.008733629726240097,0.009678416304009346
-0.01026969910539362,0.016743104822814898,0.009971554031325327
-0.010897646816292041,0.005232909026462309,-0.009012227716436035
0.0058777899299220625,0.003571883159627551,-0.007205451145012521
0.002432260445480545,0.030134023433453876,0.010039514818109774
-0.0013063376538770715,-0.018486127214308198,-0.008895397462963438
0.002347562656252024,-0.024497695498215753,0.002787730530390837
0.0029136304348102255,0.009339011439600704,-0.017823299915908253
0.0042927637198104515,-0.007904278196990303,0.010890487189437094
0.0044050834412084254,-0.004777597856072989,0.0011046965207705032
0.0005726519850051714,-0.0025556971308758163,0.002501640424604605
0.015373852359912546,-0.014876963346906082,0.005121872359827219
0.007670309794621145,0.02581676722321352,0.001217481572515306
0.009672911073237053,0.004583815844809851,-0.015450100205599174
0.0025181819523402227,0.011313701481329933,-0.007305878573602858
-0.014267903510533895,-0.0087215447796156,0.01616914998385515
0.002884831596034512,-0.013502021439280072,0.007761109103125667
-0.006259915591185186,-0.03309077596809348,-0.004141004911370226
-0.0030913488700293505,-0.021815146344860988,0.010639576036763321
