asset_1,asset_2,asset_3
-0.0172155300222824,-0.005939348407994761,-0.013013235668247195
-0.018031294239171214,-0.026546666817663066,-0.013484292899732627
0.0028088391985931402,-0.014444731518193664,0.00018505481508394035
-0.0032811208148331127,0.031761102094441614,-0.013195584064363415
0.004459098936244215,0.01050433499712417,0.00923017075346227
0.004455670047656147,-0.010389010973151987,0.001355611559408776
-0.019004345596227074,-0.018910189171481146,-0.005042621525329325
0.01143181021621128,0.008710784287503453,0.006135894710930516
-0.0005629697200179046,0.007845269105793506,0.002303603748034842
-0.013917735794750669,-0.007048557618964502,-0.001685033594164724
-0.023094711659003727,-0.04549854333981059,-0.006158120932687529
-0.004685859459897439,-0.013853159453866677,0.002585747912219418
0.034164254242848684,0.01268318014682551,0.007660014431771596
-0.006703422881995387,-0.005194866710752151,0.006758656334671466
0.009273922506905029,0.0016835923972525545,0.004952071237424982
0.0010849438531487586,0.021853643371858352,0.005396441605651322
0.0020656288592690243,0.002459571525408125,-0.0016855569718275912
-0.04056889635827196,-0.01184172246826924,-0.005269610356781506
0.009348839929202187,-0.0074790374645728255,0.00860154079726538
-0.005525369561069078,0.004062486750751934,0.013690938785187708
-0.012346614272308347,-0.021677770067580565,-0.02335579240731268
-0.003588675902230455,-0.015764273154828173,0.007625527289773025
0.0003707014708236164,-0.005769904518861523,0.0017971064083075771
0.016645358223201675,0.007997599992913537,0.008197232354110138
-0.0003895798781895279,-0.019676841666798183,-0.007269537998974483
0.011165552779638295,0.015746971940709693,-0.015349430437078655
0.00046626893298395544,-0.013986929996373972,-0.032385111137287106
-0.02563856283587508,0.0032170047783088365,-7.513601078336797e-06
-0.0011772235913918903,-0.013392717835170114,0.01053262688278538
0.024351489314214075,0.0242183499450098,-0.010735775980251834
-0.017273284382051602,0.010140921445607277,-0.004198831820275885
0.0022433654376994515,0.0008731353321216301,0.021310898405447355
-0.01426567424447273,-0.01197601047156587,0.001197560732083622
0.012131571558642864,-0.0033860814681176132,0.004056416276249117
0.007901972417410388,0.008254105835404724,-0.011640496781223298
-0.0091365432178272,-0.020001979020873757,0.008181611824756428
0.010664752737082015,0.018757329992198233,-0.006875937910741761
0.026235664097778222,0.012511067969755716,0.021074427342029592
0.0056854750891499216,0.008961995905416834,0.01077846989546514
0.008294591995720623,-0.011422772471263686,-0.0002399933271446374
-0.017026556113053266,-0.0011225136792216395,0.0016629127231182223
0.0015511894294514023,0.009582805318178567,0.009717373272692644
-0.018173837556414888,-0.022011695490394133,0.00825274700133874
0.01615407302493817,-0.00434236002690783,0.012452540725960644
0.0017675052470408463,-0.027204259199762496,0.014437491368371358
0.007024097075177296,-0.0013011144806120592,-0.006514329798737162
-0.009595537309693824,-0.017552537634350836,-0.008984316222968433
-0.0044473081554439855,-0.02281443539849551,0.004605463285558316
-0.0022814188556087482,0.006263975944568558,0.004241173549722681
0.02742418036420044,0.023126348341066423,-0.009675806681745313
-0.014138285450764598,-0.0048585771801138425,0.01168244312268832
0.014573663066913801,0.02231216209393872,0.008615680814625336
-0.009623760718365603,-0.005519192667065304,-0.01343825981456768
